term,word_class,meaning,is_common,frequency
bịnh nhân,noun,patient; sick-person,false,0
bịnh viện,noun,clinic; hospital,false,0
bịnh xá,noun,dispensary; infirmary,false,0
bịp,verb,"To cheat, to swindle",false,0
bít,verb,"To stop, to block, to seal",false,0
bít tất,noun,"Socks, stockings",false,0
bít tất tay,noun,Gloves,false,0
bịt,verb,"To stop; To rim, to crown",false,0
bịt bùng,adj,"Shut up, completely close",false,0
bìu,noun,Bursha,false,0
bìu dái,noun,Scrotum,false,0
bìu díu,adj,Wrapped up in,false,0
bĩu,verb,"To purse, to pout",false,0
bĩu môi,verb,to purse one's lips; to curl up one's lips,false,0
bíu,verb,To grasp,false,0
bo bo,adj,"Job's tears; Close, griping; Stick-in-the-mud",false,0
bò,verb,"Ox, cow; beef; To creep, to crawl",false,0
bò cạp,noun,Scorpion,false,0
bò sát,noun,Reptile,false,0
bò tót,noun,Gayal,false,0
bò u,noun,Zebu,false,0
bỏ,verb,"To put, to place",false,0
bỏ bê,verb,To neglect,false,0
bỏ đói,verb,to famish,false,0
bỏ mặc,verb,To abandon,false,0
bỏ mình,verb,To lay down one's life,false,0
bỏ mứa,verb,To leave over,false,0
bỏ nhỏ,verb,To make a passing shot,false,0
bỏ phiếu,verb,To go to the polls,false,0
bỏ qua,verb,"To let slip, to miss; To let pass unnoticed; To bypass",false,0
bỏ quá,verb,"To pardon, to forgive",false,0
bỏ rẻ,khẩu ngữ,At the lowest,false,0
bỏ rọ,verb,"To make light of, to make mincement of",false,0
bỏ rơi,verb,To leave far behind; To let down,false,0
bỏ thầu,verb,To tender,false,0
bỏ trốn,verb,to decamp; to bolt; to run away,false,0
bỏ tù,verb,"To put in jail, to throw in prison",false,0
bỏ túi,khẩu ngữ,"Pocket; dùng phụ sau danh từ, trong một số tổ hợp) Pocket-size",false,0
bỏ xác,khẩu ngữ,To pop off (hàm ý khinh),false,0
bỏ xó,khẩu ngữ,"To lay up (in a napkin); dùng phụ sau danh từ) Worthless, cast off",false,0
bỏ xứ,verb,to fly one's country,false,0
bõ,"verb, adj","Old man-servant; Beadle, verger; (To be) worth the trouble, to compensate, to meet one's wish",false,0
bõ cơn giận,verb,to satisfy one's anger,false,0
bó,noun,to tie; to bind; to faggot; to bunch; faggot; bunch; bundle,false,0
bó buộc,verb,to oblige; to bind; to put under constraint,false,0
bó gối,verb,(hình ảnh) to be unable to do,false,0
bó lúa,noun,sheaf of corn,false,0
bó thân,verb,to deprive oneself of liberty,false,0
bọ,noun,"Dad, papa; Insect; Maggot",false,0
bọ chét,noun,Flea,false,0
bọ dừa,noun,Stag beetle,false,0
bọ gậy,noun,Mosquito larva,false,0
bọ hung,noun,Dor-beetle,false,0
bọ ngựa,noun,Mantis,false,0
bọ rầy,noun,May-bug,false,0
bọ xít,noun,Stink bug,false,0
bóc,verb,to peel ; to skin; to husk,false,0
bóc lột,verb,"to sweat, to rob; to plunder",false,0
bóc vảy,verb,to des+uamate,false,0
bọc,verb,"Bundle; Amniotic sac, womb; To cover; To enclose, to surround",false,0
bói,verb,to divine; to foretell; to angur,false,0
bói cá,noun,kingfisher,false,0
bom,noun,Bomb; bomb,false,0
bom bay,noun,"Flying bomb, robot bomb",false,0
bom bi,noun,Steel-pellet bomb,false,0
bom đạn,noun,"Bomb and bullet, lethal weapons",false,0
bom hóa học,noun,chemical bomb,false,0
bom khinh khí,noun,"Hydrogen bomb, H-bomb",false,0
bom lân tinh,noun,Phosphorous bomb,false,0
bom nguyên tử,noun,"Atomic bomb, A-bomb",false,0
bom từ trường,noun,Magnetic bomb,false,0
bỏm bẻm,adj,"At leisure, deliberately",false,0
bon bon,verb,to run fast,false,0
bon chen,verb,To scramble,false,0
bòn,verb,To save every amount of; To squeeze,false,0
bòn mót,verb,To save every smallest bit of,false,0
bòn rút,verb,To squeeze,false,0
bón,verb,to fertilize; to manure,false,0
bọn,noun,"Gang, band, group",false,0
bong,verb,"Snow-white, shining; (nói về lớp mỏng bên ngoài) To peel off",false,0
bong bóng,noun,Bladder; Balloon; Bubble,false,0
bòng,noun,Shaddock,false,0
bòng bong,noun,Lygodium (a climbing fern); Bamboo shavings,false,0
bòng chanh,noun,Kingfisher,false,0
bỏng,adj,"Burned, scalded, burning, parching, scalding",false,0
bóng,noun,shadow; shade; reflection; ball; football; dried fish bladder; chimney; blub; vale; transistor; shimy; polished; glossy,false,0
bóng bảy,adjective,flashy; glomy,false,0
bóng cá,noun,swim bladder,false,0
bóng đèn,noun,lamplight,false,0
bóng loáng,adjective,lustrous,false,0
bóng trăng,noun,Moonlight;moonshine,false,0
bọng,noun,"Vesicle, bladder",false,0
bọng đái,noun,Vesica,false,0
bọng ong,noun,Beehive (làm bằng khúc gỗ rỗng),false,0
boong,noun,Deck,false,0
bóp,verb,"To crush with fingers, to press with one's hand; To press, to put on, to apply; To sound",false,0
bóp chẹt,verb,To harmstring,false,0
bóp chết,verb,"To quell, to crush",false,0
bóp còi,verb,To hoot; to sound,false,0
bóp cổ,verb,"To oppress ruthlessly; To fleece, to sting",false,0
bóp méo,verb,"To distort, to wrest",false,0
bóp miệng,verb,"To stint oneself on food, to stint oneself in everything",false,0
bóp mũi,khẩu ngữ,To bully easily,false,0
bóp nặn,verb,To bleed white,false,0
bóp nghẹt,verb,"To stiffle, to strangle",false,0
bóp trán,verb,To cudgel one's brains for,false,0
bót,noun,như bốt; Police station; Cigarette-holder,false,0
bọt,noun,"Foam, froth",false,0
bọt biển,noun,Sponge,false,0
bô,noun,Chamber-pot,false,0
bô lão,noun,"Elder, notable",false,0
bồ,noun,"Sweetheart, lover; Bamboo basket",false,0
bồ cắt,noun,Sparrow-hawk,false,0
bồ câu,noun,"Pigeon, dove",false,0
bồ chao,noun,Spectacled laughing thrush,false,0
bồ công anh,noun,Dandelion,false,0
bồ đề,noun,"Snowbell, styrax; cửa bồ đề Buddhist shrines (in relation with Buddhist believers)",false,0
bồ hòn,noun,Soapberry (-tree),false,0
bồ hóng,noun,Soot,false,0
bồ kếp,noun,Australian locust,false,0
bồ liễu,noun,Sedge and willow; the weaker sex,false,0
bồ nhìn,adjective,puppet,false,0
bồ nông,noun,Pelican,false,0
bồ quân,noun,Flacourtia,false,0
bồ tát,noun,Bodhisattva,false,0
bồ tạt,noun,Potass; Potassium salt,false,0
bổ,verb,"To strike blows (bằng dao, búa, cuốc...), to cleave, to split; To cut into segments (quả cây); To rush headlong, to plunge headlong; To apportion",false,0
bổ chính,verb,To revise,false,0
bổ cứu,verb,To amend,false,0
bổ dụng,verb,"To appoint, to name",false,0
bổ đề,noun,Lemma,false,0
bổ ích,adj,"Useful, helpful",false,0
bổ khuyết,verb,To complement,false,0
bổ ngữ,noun,Complement,false,0
bổ nhào,verb,"To dive, to rush headlong, to plunge headlong",false,0
bổ nháo,khẩu ngữ,To run helter-skelter in various directions,false,0
bổ nhiệm,verb,"To appoint, to designate",false,0
bổ sung,verb,To supplement,false,0
bổ trợ,verb,To supplement,false,0
bổ túc,verb,"To give a refresher course to, to give continuation education to",false,0
bỗ bã,adj,"Coarse; nói về bữa ăn, thức ăn) Abundant but coarse",false,0
bố,noun,"Father, papa, dad; Jute; Canvas; khẩu ngữ) Love",false,0
bố chính,noun,Feudal provincial mandarin in charge of tax and financial affairs,false,0
bố cục,verb,"Arrangement, lay-out; To arrange, to lay out (một tác phẩm nghệ thuật)",false,0
bố láo,adj,Cheeky; Nonsensical,false,0
bố mẹ,noun,parents,false,0
bố phòng,verb,To take defence measures,false,0
bố thí,verb,"To give as alms, to give as charities; To give, to hand out",false,0
bố trí,verb,"To arrange, to lay",false,0
bố vờ,khẩu ngữ,"To pretend, to geign, to sham",false,0
bộ,noun,"Appearance, look, carriage, gait; Capability (hàm ý coi thường); Set",false,0
bộ binh,noun,"Infantry, foot-soldier",false,0
bộ dạng,noun,Bearing and figure (nói khái quát),false,0
bộ đội,noun,"(Communist) Soldier, military",false,0
bộ hạ,noun,Subordinate,false,0
bộ hành,verb,Pedestrian; To walk,false,0
bộ lạc,noun,Tribe,false,0
bộ máy,noun,"Apparatus, machine; System",false,0
bộ mặt,noun,"Air, look, face",false,0
bộ môn,noun,"Subject, genre (khoa học nghệ thuật...); Chair",false,0
bộ phận,adj,Part; Partial,false,0
bộ sách,noun,Set of books,false,0
bộ sậu,noun,"Set; Band, gang",false,0
bộ tịch,noun,như bộ điệu,false,0
bộ trưởng,noun,Minister,false,0
bộ tướng,noun,Feudal lower-ranking general,false,0
bốc,verb,"To pick up in one's hands, to scoop up with one's hands; To make up (một đơn thuốc bắc); To draw (lá bài, que thăm)",false,0
bốc cháy,verb,"To burn up, to burst into flames",false,0
bốc hoả,khẩu ngữ,"To get hot in the face, to get hot in the head (theo quan niệm đông y); To flash out (in anger)",false,0
bốc hơi,verb,To evaporate,false,0
bốc khói,verb,To smoke,false,0
bộc bạch,verb,To bare,false,0
bộc lộ,verb,"To expose, to bare, to show",false,0
bộc phá,verb,Explosive charge; To blow up (with an explosive charge),false,0
bộc phát,verb,explode; to break out suddenly,false,0
bộc trực,adj,"Free spoken, blunt",false,0
bộc tuệch,adj,Ingenuous,false,0
bôi,verb,"To apply (a thin layer of); To do perfunctorily, to do by halves; To contrive (cái không cần thiết); To erase, to rub out(bảng dden)",false,0
bôi bác,verb,"To smear, to stain (nói khái quát); To perform carelessly, to do by halves",false,0
bôi bẩn,verb,to blur,false,0
bôi đen,verb,To paint a gloomy picture of,false,0
bôi nhọ,verb,"To smear, to sully",false,0
bôi trơn,verb,To lubricate,false,0
bồi,verb,"Waiter (khách sạn), man-servant (nhà riêng bọn thực dân), houseboy; To strengthen (by pasting on additional layers of the same material); (nói về bùn cát trong nước sông hồ) To raise the level of, to extend the area of with one's deposit",false,0
bồi bổ,verb,"To strengthen, to foster, to increase",false,0
bồi bút,noun,"Hack writer, hack publicist",false,0
bồi dưỡng,verb,"To feed up, to foster, to improve, to cultivate; To recycle",false,0
bồi đắp,verb,"To consolidate, to reinforce, to raise the level of",false,0
bồi hồi,verb & adj,"Fret, to be fretty",false,0
bồi thẩm,noun,Assessor,false,0
bồi thường,verb,"To pay damages, to pay compensation for",false,0
bồi tích,noun,Alluvium,false,0
bổi,noun,Twigs mixed with grass (dùng để ddun); Chaff,false,0
bối cảnh,noun,"Setting, background",false,0
bối rối,adj & verb,"(To be) embarrassed, (to be) puzzled",false,0
bội,noun,"xem hát bội; To break, to act counter to; Multifold, greater; Multiple",false,0
bội bạc,adj,"Ungrateful, thankless",false,0
bội số,noun,Multiple,false,0
bội tinh,noun,"Order, decoration",false,0
bôm,noun,Apple,false,0
bôn,verb,To rush,false,0
bôn ba,verb,To scurry (qua nhiều chặng đường vất vả); To tramp about through thick and thin,false,0
bôn tập,verb,(nói về quân ddo^.i) To stage a forced march into a surprise attack,false,0
bôn tẩu,verb,To travel the length and width of (on business),false,0
bồn,noun,Tub; Flower-) bed,false,0
bồn chồn,adj & verb,"(To be) on the tenterhooks, (to be) in a state of anxious suspense",false,0
bồn hoa,noun,Flower bed,false,0
bổn phận,noun,"Duty, obligation",false,0
bốn,number,"Four, fourth",false,0
bộn,adj,"Crowded with, encumbered with; Quite",false,0
bộn bề,adj,"Pretty crowded with, pretty encumbered with, under heavy pressure of",false,0
bông,noun,"Cotton, cotton-wool; Cotton-like material, fluff; Ear; Bloom, flower",false,0
bông lau,noun,Bulbul (chim),false,0
bông lông,adj,Aimless,false,0
bông phèng,khẩu ngữ,To jest casually and nonsensically,false,0
bồng,verb,"Slender waisted tomtom, hourglass-shaped tomtom; To swell, to puff; To carry in one's arms",false,0
bồng bềnh,verb,To bob,false,0
bồng bột,adj,Ebullient,false,0
bồng lai,noun,Elysium,false,0
bổng,adj,"Mandarin's salary; Perquisites, perks; Godsend, boon; a piece of just my luck; High, high-pitched, treble; dùng phụ sau động từ) High up",false,0
bổng lộc,noun,Loaves and fishes,false,0
bỗng,adv,"Fermented distiller's grains, fermented fodder; Unexpectedly, all of a sudden",false,0
bỗng nhiên,adv,"Unexpectedly, all of a sudden",false,0
bốp,adj,Pop; To tell straight in (someone's) face; Swell,false,0
bốp chát,verb,"To be bluntly outspoken, to talk back bluntly",false,0
bộp chộp,adj,"Hotheaded, impetuous",false,0
bốt,noun,(như bót) Small post; Boot,false,0
bột,noun,"Starch, flour; Powder",false,0
bột khởi,verb,"To flare up violently, to surge vigorously (nói về phong trào quần chúng)",false,0
bột phát,verb,"To shoot up, to flare up violently",false,0
bơ,adj,Butter; Cold,false,0
bơ phờ,adj,"Dishevelled, ruffled; Haggard",false,0
bơ thờ,adj,"Dazed, as if out of one's senses",false,0
bơ vơ,adj,"Lonely, desolate",false,0
bờ,noun,"Shore, bank; Hedge, fence, wall; Rim, edge",false,0
bờ bến,noun,"Shore and port, coast, limit of big lakes (rivers...) and main land",false,0
bờ biển,noun,Seashore; seaside; seacoast,false,0
bờ cõi,noun,"Frontier, border; Territory, country",false,0
bờ đê,noun,dam; dike; dyke,false,0
bờ lu dông,noun,Lumber-jacket,false,0
bờ sông,noun,river bank,false,0
bở,adjective,friable; crumbly; profitable,false,0
bỡ ngỡ,verb,to feel strange; to surprise,false,0
bợ,verb,to flatter,false,0
bơi,verb,To swim; To row; To struggle,false,0
bơi xuồng,verb,to canoe,false,0
bới,verb,"To dig up, to scratch up; To pick holes in (someone's coat); To abuse, to call (someone's) bad name",false,0
bới móc,verb,"To pick out for hostile criticism, to pick to pieces",false,0
bới tác,verb,to fasten up one's hair,false,0
bơm,verb,"Pump; To pump, to inflate, to blow up",false,0
bờm,noun,Mane,false,0
bờm xơm,verb,To tease or joke in a too familiar way (với phụ nữ),false,0
bờm xờm,adj,Shaggy,false,0
bợm,noun,Rogue,false,0
bơn,noun,xem cá bơn; River sand islet,false,0
bỡn cợt,verb,to trifle,false,0
bợn,adj,"Flaw, impurity; Soiled, tainted",false,0
bớp,verb,"To slap lightly, to box lightly",false,0
bớt,verb,"Birth-mark; To diminish, to cut down, to decrease, to reduce; To lay by part of",false,0
bớt miệng,khẩu ngữ,"To stint oneself in food, to cut down food expenditure; To cut down the cackle",false,0
bớt xén,verb,"To take a rake-off, to appropriate part of",false,0
bớt xớ,khẩu ngữ,"như bớt xén; To bargain, to haggle",false,0
bợt,adj,Frayed; Faded; Pale,false,0
bu,noun,Mama; Bamboo cage (for fowls),false,0
bù,adj,"To make good, to make up, to compensate; Dishevelled, unkept",false,0
bù đắp,verb,"To make up for, to compensate; To assist in settling down, to help settle down; To reciprocate",false,0
bù đầu,khẩu ngữ,Over head and ears (in work),false,0
bù khú,verb,"To have heart-to-heart talks together, to have a rollicking time together, to hobnob with (together)",false,0
bù nhìn,noun,"Scarecrow, dummy; Puppet, quisling",false,0
bù trì,verb,"To foster, to bring up carefully; to help wholeheartedly",false,0
bù trừ,verb,"To balance, to complement mutually",false,0
bù xù,adj,Ruffled,false,0
bù xú,adj,Untidy; unkempt,false,0
bủ,noun,"Old man, old woman",false,0
bú,verb,to suck,false,0
bú dù,noun,Monkey,false,0
bụ,adj,"Plump, chubby, sappy",false,0
bùa,noun,"Amulet, charm",false,0
bủa,verb,"Nest of forked twigs (cho tằm làm ke'n); To cast, to fan out like a net, to surround like a net",false,0
búa,noun,nammer; axe,false,0
bục,verb,"Platform, dais; To crack; To pop",false,0
bùi,adj,Having a buttery taste,false,0
bùi ngùi,adj,"Melancholy, sad to the verge of tears",false,0
bùi nhùi,noun,"Skein of straw, skein of bamboo shavings; Tinder",false,0
bụi,noun,"Dust; Spray; Bush, grove, clump",false,0
bụi bặm,noun,Dust (nói khái quát),false,0
bụm,noun,"To scoop up with one's hands; To cup in one's hand, to screen with one's hand; To clench, to bite; Two handfuls",false,0
bụm miệng,verb,to gag,false,0
bùn,noun,Mud,false,0
bùn lầy,adj,"Muddy, slushy",false,0
bủn rủn,adj,"Flagging, flaccid",false,0
bủn xỉn,adj,"Mean, stingy",false,0
bún,noun,vermicelli,false,0
bung,verb,Big cooking pot; To burst open; To boil to a pulp,false,0
bung búng,adj,Chokefull,false,0
bung xung,noun,"Stooge, scapegoat",false,0
bùng,verb,"To flare up, to break out",false,0
bùng bục,adj,"Easily crambling, easily cracking",false,0
bùng nổ,verb,To break out,false,0
bủng,adj,"Limp, flabby, sallow",false,0
búng,verb,to flip; to flick;; To spin,false,0
bụng,noun,Belly; Heart,false,0
bụng dạ,khẩu ngữ,"Digestive system (nói khái quát); Heart, one's heart of hearts",false,0
bụng nhụng,adj,Flabby (nói về thịt),false,0
buộc,verb,"To bind, to tie; To force, to compel; To lay",false,0
buộc tội,verb,"To accuse, to charge",false,0
buổi,noun,"Spell, length of time, time, period, moment",false,0
buồm,noun,Sail; xem thuận,false,0
buôn,verb,"To sell, to trade",false,0
buồn,adj,"Sad, melancholy, grieved; Feeling an itch (for, to); Ticklish",false,0
buồn rầu,adj,"Sad-looking, sorrowful",false,0
buồn thảm,adj,Dismal,false,0
buông,verb,"To let go, to let loose; To let down, to drop",false,0
buông tha,verb,"To disengage, to spare",false,0
buông tuồng,adj,Self-indulgent,false,0
buồng,noun,"Bunch; chỉ tập hợp hai hay nhiều cái xếp thành chùm); Room, chamber",false,0
buồng hoa,noun,Capitulum,false,0
buồng trứng,noun,Ovary,false,0
buốt,adj,"Feeling a sharp pain, feeling a biting cold; sharp, biting",false,0
buột,verb,"To let slip down, to let slip out; To slip off, to slip out",false,0
buột miệng,verb,To make a slip of the tongue,false,0
búp,noun,Bud; shoot,false,0
búp bê,noun,Doll; dolly,false,0
bút,noun,pen; pen brush,false,0
bút ký,noun,Notes,false,0
bút pháp,noun,style of writing; penmanship,false,0
bụt,noun,Buddha,false,0
buýt,noun,Bus,false,0
bư,adj,Silly; stupid,false,0
bứ,adj,"Cloyed, satiated, sottish",false,0
bứ bự,khẩu ngữ,ăn no bứ bự To be completely cloyed with food,false,0
bự,adj,"Lumpy with, thick with (hàm ý chê); Big",false,0
bừa,adj,"Rake; To rake; Topsy-turvy; Rash, easy-going, (at) random",false,0
bừa bãi,adj,như bừa,false,0
bừa phứa,khẩu ngữ,"Rash, rashly (nói khái quát)",false,0
bửa,adj,"To split, to cleave; Nonsensical, improper",false,0
bữa,khẩu ngữ,Meal; (chỉ khoảng thời gian phải chịu đựng việc gì); Day,false,0
bứa,adj,Wild mangosteen; khẩu ngữ) pigheaded; (khẩu ngữ) Pigheaded,false,0
bựa,noun,"Tartar (ở răng), smegma (ở âm hộ)",false,0
bức,verb,"(chỉ đơn vị của cái gì thuộc loại tấm); To force, to coerce",false,0
bức bối,adj,Sultry,false,0
bức thiết,adj,"Pressing, urgent",false,0
bức thư,noun,letter,false,0
bức tranh,noun,picture; painting,false,0
bức xạ,verb,Radiation; To radiate,false,0
bực,noun,"To fret; fretty, fretful; như bậc",false,0
bực bội,verb & adj,To fret; fretty (nói khái quát),false,0
bực dọc,verb & adj,(To be) testy,false,0
bưng,verb,"Mangrove swamp; To carry; To cover, to stretch over, to cup in one's hand",false,0
bưng bít,verb,"To cover up, to suppress, to hush up",false,0
bừng,verb,"To flare brightly, to turn suddenly red hot, to burst out ebulliently; To wake up) suddenly",false,0
bứng,verb,"To lift, to take up (để chuyển đi trồng nơi khác)",false,0
bước,noun,"Step, pace; The first step is difficult to take; Situation, juncture",false,0
bưởi,noun,"Pomelo, shaddock; There are several kinds of Buoi (pomelo) regionally famous for their taste, and each of them is named after the locality where it is grown (Buoi Bien Hoa, Buoi Phuc Trach, Buoi Thuan Hai, for example). Buoi duong Phuc Trach (Phuc Trach sweet pomelo) has been famous widely in the country after it was awarded a medal at a national fruit fair organised in 1938. The Far East Economic Review remarked: ""In Vietnam's central coast, there is a particularly delicious pomelo. Kept after a while, the juice in the pomelo segments becomes muddy as if it is some sort of sugar itself. You can try the fruit as much as you can""",false,0
bươm,adj,Tattered,false,0
bươm bướm,noun,Butterfly,false,0
bướm,noun,như bươm bướm,false,0
bươn,verb,"To hasten, to hurry",false,0
bương,verb & adj,Big-size bamboo; Bamboo tube; (To be) done for,false,0
bướng,adj,"Obstinate, stubborn, self-willed",false,0
bướng bỉnh,adj,"Obstinate, stubborn (nói khái quát)",false,0
bươu,verb,To swell into a bump,false,0
bướu,noun,"Hump; Excrescence, knob",false,0
bướu cổ,noun,như bướu giáp,false,0
bứt,verb,"To tear, to snatch, to pluck; To cut",false,0
bứt rứt,adj,"Fidgety, uneasy, restless",false,0
bưu ảnh,noun,Picture postcard,false,0
bưu chính,noun,Post,false,0
bưu cục,noun,Post-office,false,0
bưu điện,noun,Post and telegraphy; Post-office,false,0
bưu kiện,noun,Post parcel,false,0
bưu phẩm,noun,Postal matter,false,0
bưu phí,noun,Postage,false,0
bưu tá,noun,"Postman, mailman (Mỹ)",false,0
bưu thiếp,noun,Postcard,false,0
bưu tín viên,noun,Mail clerk,false,0
ca,noun,Mug (about 1/4 litre); Measure (from 1/4 litre to 1 or 2 litres); Shift; Team (on the same shift),false,0
ca bô,noun,bonnet (of car),false,0
ca cao,noun,(bot) Cacao,false,0
ca cẩm,verb,"To complain, to grumble",false,0
ca dao,noun,Folk-song; Six-eight foot distich (on the same pattern as the folk-songs),false,0
ca khúc,noun,Song,false,0
ca kịch,noun,"Opera, operetta",false,0
ca kỹ,noun,songstress ; female opera singer,false,0
ca lô,noun,Garrison cap (Mỹ),false,0
ca ngợi,verb,"To sing the praise of, to extol",false,0
ca nhạc,noun,Music and song,false,0
ca nhi,noun,"Female singer, songstress (trong xã hội cũ)",false,0
ca nô,noun,motor boat; speed boat,false,0
ca ri,noun,curry powder,false,0
ca rô,noun,Check,false,0
ca rốt,noun,Carrot,false,0
ca tụng,verb,"To glorify, to extol; to land; to compliment; to praise",false,0
ca vũ,noun,song and dance,false,0
cà,noun,Egg-plant; Animal testicle; To rub; To file; To grind; To stir up a miff; Tomato,false,0
cà chua,noun,tomato,false,0
cà cuống,noun,Belostomatid; Belostomatid essence,false,0
cà cưỡng,noun,"Black-necked grackle, black-necked starling",false,0
cà kê,adj,"Palaverting, telling a long yarn",false,0
cà kheo,noun,Stilt; Stilt-bird,false,0
cà khịa,verb,To pick a quarrel,false,0
cà khổ,adj,"Trashy, gimcrack, worthless, of bad quality",false,0
cà lăm,verb,To stammer,false,0
cà lơ,adj,Like a bad-mannered vagrant,false,0
cà mèng,adj,"Bad, inferior, worthless",false,0
cà nhắc,verb,To limp,false,0
cà niễng,noun,Cybister,false,0
cà phê,noun,Coffee,false,0
cà rà,verb,như kề cà,false,0
cà rá,noun,Ring,false,0
cà rem,noun,Ice-cream,false,0
cà rịch cà tang,adj,Leisurely,false,0
cà rốt,noun,Carrot,false,0
cà sa,noun,(Buddhist monk's) frock,false,0
cà thọt,adj,Limping,false,0
cà vạt,noun,tie; necktie,false,0
cả,adj,"(dùng hạn chế trong một số tổ hợp) Eldest, senior, main, biggest; On a grand scale, on the greatest scale",false,0
cả thảy,khẩu ngữ,"In all, altogether, taken as a whole",false,0
cá,noun,"Click, pawl; Steel tip, toe plate; Fish; (particle denoting fish-like animals living in water)",false,0
cá biển,noun,sea-fish; salt-water fish,false,0
cá biệt,adj,Particular,false,0
cá biệt hoá,verb,To particularize,false,0
cá bống,noun,Goby,false,0
cá chép,noun,Carp,false,0
cá con,noun,young fish,false,0
cá đồng,noun,river fish; fresh-water fish,false,0
cá đuối,noun,Ray,false,0
cá hộp,noun,canned fish; tinned fish,false,0
cá kho,noun,Dried fish,false,0
cá mập,noun,Shark,false,0
cá mè,noun,Hypophthalmichthys,false,0
cá mòi,noun,sardine,false,0
cá muối,noun,Salted fish,false,0
cá nhân,noun,"Individual, personal",false,0
cá nhân chủ nghĩa,adj,"Individualistic, egoistic",false,0
cá sấu,noun,Crocodile,false,0
cá thể,noun & adj,Individual,false,0
cá thu,noun,Mackerel,false,0
cá tính,noun,Personality,false,0
cá tính hoá,verb,"To individualize, to individuate",false,0
cá tươi,noun,fresh fish,false,0
cá ươn,noun,spoiled fish,false,0
cạ,verb,To rub,false,0
các,verb,"Every, all; To pay the difference (in a trade-in), to give in compensation",false,0
cách,verb,"Way, manner, fashion; Case; To be separated",false,0
cách biệt,verb,"To separate completely, to cut off; To be very different from",false,0
cách bức,verb,"To cut off, to separate, to isolate",false,0
- cách chức,verb,"To dismiss from office, to relieve of one's function",false,0
cách chức,verb,to dismiss; to fire; to relieve of one's function,false,0
cách điệu hoá,verb,To stylize,false,0
cách ly,verb,to isolate,false,0
cách mạng,noun,Revolution,false,0
cách mạng hoá,verb,To revolutionize,false,0
cách ngôn,noun,"Maxim, adage, saying",false,0
cách tân,verb,To renovate,false,0
cách thức,noun,"Style, mode (nói khái quát)",false,0
cách trở,verb,To separate and obstruct,false,0
cạch,verb,(dùng hạn chế trong một vài tổ hợp) Dull; To give up (vì sợ hoặc vì ghe't); To clatter,false,0
cai,verb,"Corporal; Foreman; Jailkeeper, warder; To give up",false,0
cai quản,verb,To manage,false,0
cai thợ,noun,boss,false,0
cai tổng,noun,Canton chief (thời thuộc Pháp),false,0
cai trị,verb,To rule,false,0
cài,verb,"To pin, to fasten; To lay, to set, to plant",false,0
cài cửa,verb,to bar ; to bolt the door,false,0
cải,verb,"Cabbage; To change, to alter; To plait in relief, to embroider in relief",false,0
cải biên,verb,To arrange (nói về vốn nghệ thuật cũ),false,0
cải biến,verb,To transform,false,0
cải chính,verb,"To give the lie to, to reject as unfounded, to correct",false,0
cải dạng,verb,To disguise oneself,false,0
cải danh,verb,to change one's name,false,0
cải giá,verb,To remarry (sau khi chồng chết hoặc sau khi ly dị),false,0
cải lương,noun,"To improve, to reform; Reformist; Reform; Reformed theatre in the South Vietnam",false,0
cải táng,verb,To disinter for reburial,false,0
cải tạo,verb,"To transform, to improve, to remould, to re-educate",false,0
cải thiện,verb,"To improve, to raise the standard of",false,0
cải tiến,verb,To improve,false,0
cải tổ,verb,"To reshuffle, to reorganize",false,0
cải trang,verb,To dress in disguise,false,0
cải tử hoàn sinh,verb,to revive; to restore to life,false,0
cãi,verb,"To argue; To defend, to act as advocate for",false,0
cãi bướng,verb,to argue obstinately,false,0
cãi cọ,verb,To have an argument with (nói khái quát),false,0
cãi lộn,verb,To quarrel,false,0
cãi vã,verb,"To bicker, to squabble",false,0
cái,adj,"Mother; khẩu ngữ) (denoting a young girl of one's rank or below); Mother, mother of vinegar",false,0
cái ghẻ,noun,Itch-mite,false,0
cam,verb,"Orange; Children's disease due to malnutrition; quả cam; Cam; Xem máu cam; To content oneself with, to resign oneself to",false,0
cam chịu,verb,to reconcile; to be content with,false,0
cam đoan,verb,"To guarantee, to answer for",false,0
cam kết,verb,"To undertake, to pledge",false,0
cam thảo,noun,Liquorice,false,0
cảm,verb,"To catch a cold, to be ill (because of a sudden change in the weather, too much sun..); To feel; To be moved, to be affected",false,0
cảm động,adj,To be moved,false,0
cảm giác,verb,"Sensation, impression; To have a sensation of",false,0
cảm hóa,verb,To convert,false,0
cảm hứng,noun,Inspiration,false,0
cảm khái,verb,To grieve,false,0
cảm kích,verb,To be moved and fired,false,0
cảm mạo,verb,"To be indisposed (by a cold...), to catch a cold",false,0
cảm thấy,verb,to feel,false,0
cảm thông,verb,"To sympathize with, to be understanding",false,0
cảm thụ,verb,To be sensitive,false,0
cảm tình,noun,Sympathy,false,0
cảm tính,noun,Feeling,false,0
cảm tử,verb,To brave death,false,0
cảm tưởng,noun,"Impression; Comment, remarks",false,0
cảm ứng,verb,Induction; (nói về hiện tượng cơ thể) To react,false,0
cảm xúc,noun,To be affected by emotion; Emotion,false,0
cám,noun,Bran,false,0
cám dỗ,verb,To seduce,false,0
cạm,noun,"Snare, trap",false,0
cạm bẫy,noun,Trap (nói khái quát),false,0
